Date,Mfg_New_Orders,Mfg_Total_Inventories,Orders_YoY,Inventories_YoY,ISM_Spread,Initial_Claims,Initial_Claims_4WMA
1989-06-17,,,,,,337000.0,329750.0
1989-06-24,,,,,,338000.0,333000.0
1989-07-01,,,,,,349000.0,339000.0
1989-07-08,,,,,,341000.0,341250.0
1989-07-15,,,,,,349000.0,344250.0
1989-07-22,,,,,,332000.0,342750.0
1989-07-29,,,,,,337000.0,339750.0
1989-08-05,,,,,,338000.0,339000.0
1989-08-12,,,,,,341000.0,337000.0
1989-08-19,,,,,,327000.0,335750.0
1989-08-26,,,,,,332000.0,334500.0
1989-09-02,,,,,,329000.0,332250.0
1989-09-09,,,,,,336000.0,331000.0
1989-09-16,,,,,,334000.0,332750.0
1989-09-23,,,,,,334000.0,333250.0
1989-09-30,,,,,,347000.0,337750.0
1989-10-07,,,,,,407000.0,355500.0
1989-10-14,,,,,,345000.0,358250.0
1989-10-21,,,,,,347000.0,361500.0
1989-10-28,,,,,,354000.0,363250.0
1989-11-04,,,,,,333000.0,344750.0
1989-11-11,,,,,,336000.0,342500.0
1989-11-18,,,,,,336000.0,339750.0
1989-11-25,,,,,,342000.0,336750.0
1989-12-02,,,,,,344000.0,339500.0
1989-12-09,,,,,,338000.0,340000.0
1989-12-16,,,,,,355000.0,344750.0
1989-12-23,,,,,,381000.0,354500.0
1989-12-30,,,,,,358000.0,358000.0
1990-01-06,,,,,,355000.0,362250.0
1990-01-13,,,,,,369000.0,365750.0
1990-01-20,,,,,,375000.0,364250.0
1990-01-27,,,,,,345000.0,361000.0
1990-02-03,,,,,,368000.0,364250.0
1990-02-10,,,,,,367000.0,363750.0
1990-02-17,,,,,,348000.0,357000.0
1990-02-24,,,,,,350000.0,358250.0
1990-03-03,,,,,,351000.0,354000.0
1990-03-10,,,,,,349000.0,349500.0
1990-03-17,,,,,,349000.0,349750.0
1990-03-24,,,,,,331000.0,345000.0
1990-03-31,,,,,,346000.0,343750.0
1990-04-07,,,,,,367000.0,348250.0
1990-04-14,,,,,,357000.0,350250.0
1990-04-21,,,,,,360000.0,357500.0
1990-04-28,,,,,,363000.0,361750.0
1990-05-05,,,,,,354000.0,358500.0
1990-05-12,,,,,,355000.0,358000.0
1990-05-19,,,,,,353000.0,356250.0
1990-05-26,,,,,,359000.0,355250.0
1990-06-02,,,,,,368000.0,358750.0
1990-06-09,,,,,,359000.0,359750.0
1990-06-16,,,,,,359000.0,361250.0
1990-06-23,,,,,,362000.0,362000.0
1990-06-30,,,,,,364000.0,361000.0
1990-07-07,,,,,,362000.0,361750.0
1990-07-14,,,,,,367000.0,363750.0
1990-07-21,,,,,,370000.0,365750.0
1990-07-28,,,,,,369000.0,367000.0
1990-08-04,,,,,,369000.0,368750.0
1990-08-11,,,,,,381000.0,372250.0
1990-08-18,,,,,,393000.0,378000.0
1990-08-25,,,,,,394000.0,384250.0
1990-09-01,,,,,,392000.0,390000.0
1990-09-08,,,,,,390000.0,392250.0
1990-09-15,,,,,,395000.0,392750.0
1990-09-22,,,,,,389000.0,391500.0
1990-09-29,,,,,,404000.0,394500.0
1990-10-06,,,,,,404000.0,398000.0
1990-10-13,,,,,,422000.0,404750.0
1990-10-20,,,,,,435000.0,416250.0
1990-10-27,,,,,,440000.0,425250.0
1990-11-03,,,,,,430000.0,431750.0
1990-11-10,,,,,,448000.0,438250.0
1990-11-17,,,,,,447000.0,441250.0
1990-11-24,,,,,,462000.0,446750.0
1990-12-01,,,,,,451000.0,452000.0
1990-12-08,,,,,,449000.0,452250.0
1990-12-15,,,,,,447000.0,452250.0
1990-12-22,,,,,,474000.0,455250.0
1990-12-29,,,,,,454000.0,456000.0
1991-01-05,,,,,,415000.0,447500.0
1991-01-12,,,,,,437000.0,445000.0
1991-01-19,,,,,,445000.0,437750.0
1991-01-26,,,,,,462000.0,439750.0
1991-02-02,,,,,,483000.0,456750.0
1991-02-09,,,,,,480000.0,467500.0
1991-02-16,,,,,,474000.0,474750.0
1991-02-23,,,,,,499000.0,484000.0
1991-03-02,,,,,,488000.0,485250.0
1991-03-09,,,,,,499000.0,490000.0
1991-03-16,,,,,,498000.0,496000.0
1991-03-23,,,,,,509000.0,498500.0
1991-03-30,,,,,,499000.0,501250.0
1991-04-06,,,,,,452000.0,489500.0
1991-04-13,,,,,,477000.0,484250.0
1991-04-20,,,,,,478000.0,476500.0
1991-04-27,,,,,,462000.0,467250.0
1991-05-04,,,,,,451000.0,467000.0
1991-05-11,,,,,,446000.0,459250.0
1991-05-18,,,,,,448000.0,451750.0
1991-05-25,,,,,,443000.0,447000.0
1991-06-01,,,,,,432000.0,442250.0
1991-06-08,,,,,,441000.0,441000.0
1991-06-15,,,,,,429000.0,436250.0
1991-06-22,,,,,,423000.0,431250.0
1991-06-29,,,,,,418000.0,427750.0
1991-07-06,,,,,,422000.0,423000.0
1991-07-13,,,,,,420000.0,420750.0
1991-07-20,,,,,,408000.0,417000.0
1991-07-27,,,,,,423000.0,418250.0
1991-08-03,,,,,,438000.0,422250.0
1991-08-10,,,,,,437000.0,426500.0
1991-08-17,,,,,,433000.0,432750.0
1991-08-24,,,,,,425000.0,433250.0
1991-08-31,,,,,,425000.0,430000.0
1991-09-07,,,,,,424000.0,426750.0
1991-09-14,,,,,,418000.0,423000.0
1991-09-21,,,,,,419000.0,421500.0
1991-09-28,,,,,,437000.0,424500.0
1991-10-05,,,,,,424000.0,424500.0
1991-10-12,,,,,,425000.0,426250.0
1991-10-19,,,,,,419000.0,426250.0
1991-10-26,,,,,,423000.0,422750.0
1991-11-02,,,,,,447000.0,428500.0
1991-11-09,,,,,,453000.0,435500.0
1991-11-16,,,,,,439000.0,440500.0
1991-11-23,,,,,,444000.0,445750.0
1991-11-30,,,,,,444000.0,445000.0
1991-12-07,,,,,,475000.0,450500.0
1991-12-14,,,,,,475000.0,459500.0
1991-12-21,,,,,,436000.0,457500.0
1991-12-28,,,,,,441000.0,456750.0
1992-01-01,,377883.0,,,,,
1992-01-04,,,,,,432000.0,446000.0
1992-01-11,,,,,,440000.0,437250.0
1992-01-18,,,,,,443000.0,439000.0
1992-01-25,,,,,,441000.0,439000.0
1992-02-01,223500.0,376757.0,,,,440000.0,441000.0
1992-02-08,,,,,,445000.0,442250.0
1992-02-15,,,,,,446000.0,443000.0
1992-02-22,,,,,,436000.0,441750.0
1992-02-29,,,,,,444000.0,442750.0
1992-03-01,233732.0,377688.0,,,,,
1992-03-07,,,,,,421000.0,436750.0
1992-03-14,,,,,,437000.0,434500.0
1992-03-21,,,,,,440000.0,435500.0
1992-03-28,,,,,,420000.0,429500.0
1992-04-01,238173.0,377491.0,,,,,
1992-04-04,,,,,,412000.0,427250.0
1992-04-11,,,,,,413000.0,421250.0
1992-04-18,,,,,,424000.0,417250.0
1992-04-25,,,,,,424000.0,418250.0
1992-05-01,241916.0,377450.0,,,,,
1992-05-02,,,,,,431000.0,423000.0
1992-05-09,,,,,,417000.0,424000.0
1992-05-16,,,,,,414000.0,421500.0
1992-05-23,,,,,,414000.0,419000.0
1992-05-30,,,,,,411000.0,414000.0
1992-06-01,240660.0,377055.0,,,,,
1992-06-06,,,,,,416000.0,413750.0
1992-06-13,,,,,,420000.0,415250.0
1992-06-20,,,,,,419000.0,416500.0
1992-06-27,,,,,,420000.0,418750.0
1992-07-01,238609.0,377301.0,,,,,
1992-07-04,,,,,,407000.0,416500.0
1992-07-11,,,,,,408000.0,413500.0
1992-07-18,,,,,,392000.0,406750.0
1992-07-25,,,,,,564000.0,442750.0
1992-08-01,235633.0,379317.0,,,,423000.0,446750.0
1992-08-08,,,,,,406000.0,446250.0
1992-08-15,,,,,,401000.0,448500.0
1992-08-22,,,,,,398000.0,407000.0
1992-08-29,,,,,,408000.0,403250.0
1992-09-01,239052.0,379343.0,,,,,
1992-09-05,,,,,,416000.0,405750.0
1992-09-12,,,,,,416000.0,409500.0
1992-09-19,,,,,,427000.0,416750.0
1992-09-26,,,,,,409000.0,417000.0
1992-10-01,242803.0,379138.0,,,,,
1992-10-03,,,,,,398000.0,412500.0
1992-10-10,,,,,,374000.0,402000.0
1992-10-17,,,,,,385000.0,391500.0
1992-10-24,,,,,,367000.0,381000.0
1992-10-31,,,,,,365000.0,372750.0
1992-11-01,240286.0,377990.0,,,,,
1992-11-07,,,,,,374000.0,372750.0
1992-11-14,,,,,,377000.0,370750.0
1992-11-21,,,,,,357000.0,368250.0
1992-11-28,,,,,,341000.0,362250.0
1992-12-01,244173.0,378609.0,,,,,
1992-12-05,,,,,,350000.0,356250.0
1992-12-12,,,,,,359000.0,351750.0
1992-12-19,,,,,,334000.0,346000.0
1992-12-26,,,,,,313000.0,339000.0
1993-01-01,239924.0,376454.0,,-0.37815937737342153,,,
1993-01-02,,,,,,341000.0,336750.0
1993-01-09,,,,,,354000.0,335500.0
1993-01-16,,,,,,352000.0,340000.0
1993-01-23,,,,,,341000.0,347000.0
1993-01-30,,,,,,340000.0,346750.0
1993-02-01,247176.0,376070.0,10.593288590604022,-0.18234564984858093,10.775634240452604,,
1993-02-06,,,,,,319000.0,338000.0
1993-02-13,,,,,,321000.0,330250.0
1993-02-20,,,,,,351000.0,332750.0
1993-02-27,,,,,,362000.0,338250.0
1993-03-01,245506.0,377886.0,5.03739325381205,0.05242422316833473,4.9849690306437155,,
1993-03-06,,,,,,354000.0,347000.0
1993-03-13,,,,,,346000.0,353250.0
1993-03-20,,,,,,338000.0,350000.0
1993-03-27,,,,,,366000.0,351000.0
1993-04-01,244703.0,378720.0,2.741704559290925,0.3255706758571675,2.4161338834337576,,
1993-04-03,,,,,,365000.0,353750.0
1993-04-10,,,,,,353000.0,355500.0
1993-04-17,,,,,,351000.0,358750.0
1993-04-24,,,,,,350000.0,354750.0
1993-05-01,245194.0,378707.0,1.3550157906049964,0.33302424162140465,1.0219915489835918,343000.0,349250.0
1993-05-08,,,,,,339000.0,345750.0
1993-05-15,,,,,,345000.0,344250.0
1993-05-22,,,,,,342000.0,342250.0
1993-05-29,,,,,,349000.0,343750.0
1993-06-01,249521.0,379336.0,3.6819579489736576,0.6049515322698262,3.0770064167038313,,
1993-06-05,,,,,,343000.0,344750.0
1993-06-12,,,,,,343000.0,344250.0
1993-06-19,,,,,,345000.0,345000.0
1993-06-26,,,,,,340000.0,342750.0
1993-07-01,245765.0,378300.0,2.999048652816949,0.26477533852282686,2.7342733142941222,,
1993-07-03,,,,,,334000.0,340500.0
1993-07-10,,,,,,314000.0,333250.0
1993-07-17,,,,,,335000.0,330750.0
1993-07-24,,,,,,415000.0,349500.0
1993-07-31,,,,,,356000.0,355000.0
1993-08-01,246562.0,378664.0,4.638144911790798,-0.17215152497779274,4.81029643676859,,
1993-08-07,,,,,,346000.0,363000.0
1993-08-14,,,,,,339000.0,364000.0
1993-08-21,,,,,,342000.0,345750.0
1993-08-28,,,,,,337000.0,341000.0
1993-09-01,245731.0,379925.0,2.7939527801482456,0.15342315529744965,2.640529624850796,,
1993-09-04,,,,,,334000.0,338000.0
1993-09-11,,,,,,333000.0,336500.0
1993-09-18,,,,,,346000.0,337500.0
1993-09-25,,,,,,343000.0,339000.0
1993-10-01,251656.0,379690.0,3.646165821674363,0.14559342508533302,3.50057239658903,,
1993-10-02,,,,,,333000.0,338750.0
1993-10-09,,,,,,355000.0,344250.0
1993-10-16,,,,,,359000.0,347500.0
1993-10-23,,,,,,354000.0,350250.0
1993-10-30,,,,,,348000.0,354000.0
1993-11-01,247827.0,379820.0,3.1383434740267946,0.4841397920579915,2.654203681968803,,
1993-11-06,,,,,,350000.0,352750.0
1993-11-13,,,,,,341000.0,348250.0
1993-11-20,,,,,,336000.0,343750.0
1993-11-27,,,,,,337000.0,341000.0
1993-12-01,250057.0,379806.0,2.4097668456381394,0.31615730212435356,2.093609543513786,,
1993-12-04,,,,,,337000.0,337750.0
1993-12-11,,,,,,334000.0,336000.0
1993-12-18,,,,,,331000.0,334750.0
1993-12-25,,,,,,290000.0,323000.0
1994-01-01,257125.0,380801.0,7.169353628649078,1.1547227549713934,6.014630873677684,341000.0,324000.0
1994-01-08,,,,,,343000.0,326250.0
1994-01-15,,,,,,355000.0,332250.0
1994-01-22,,,,,,351000.0,347500.0
1994-01-29,,,,,,406000.0,363750.0
1994-02-01,256624.0,381749.0,3.8223775771110358,1.5100912064243355,2.3122863706867003,,
1994-02-05,,,,,,361000.0,368250.0
1994-02-12,,,,,,354000.0,368000.0
1994-02-19,,,,,,352000.0,368250.0
1994-02-26,,,,,,327000.0,348500.0
1994-03-01,257190.0,382683.0,4.759150489193753,1.269430463155552,3.489720026038201,,
1994-03-05,,,,,,348000.0,345250.0
1994-03-12,,,,,,341000.0,342000.0
1994-03-19,,,,,,332000.0,337000.0
1994-03-26,,,,,,322000.0,335750.0
1994-04-01,260006.0,383704.0,6.253703469103367,1.3160118293198186,4.937691639783548,,
1994-04-02,,,,,,342000.0,334250.0
1994-04-09,,,,,,349000.0,336250.0
1994-04-16,,,,,,354000.0,341750.0
1994-04-23,,,,,,331000.0,344000.0
1994-04-30,,,,,,344000.0,344500.0
1994-05-01,263419.0,385942.0,7.432889874956161,1.9104479188396306,5.5224419561165305,,
1994-05-07,,,,,,371000.0,350000.0
1994-05-14,,,,,,360000.0,351500.0
1994-05-21,,,,,,357000.0,358000.0
1994-05-28,,,,,,348000.0,359000.0
1994-06-01,267027.0,387435.0,7.0158423539501635,2.13504650230929,4.880795851640873,,
1994-06-04,,,,,,345000.0,352500.0
1994-06-11,,,,,,338000.0,347000.0
1994-06-18,,,,,,336000.0,341750.0
1994-06-25,,,,,,341000.0,340000.0
1994-07-01,267694.0,391062.0,8.922751408866203,3.373513084853297,5.549238324012906,,
1994-07-02,,,,,,334000.0,337250.0
1994-07-09,,,,,,341000.0,338000.0
1994-07-16,,,,,,359000.0,343750.0
1994-07-23,,,,,,345000.0,344750.0
1994-07-30,,,,,,332000.0,344250.0
1994-08-01,269994.0,392407.0,9.50349202229055,3.62933893900661,5.8741530832839395,,
1994-08-06,,,,,,338000.0,343500.0
1994-08-13,,,,,,335000.0,337500.0
1994-08-20,,,,,,331000.0,334000.0
1994-08-27,,,,,,341000.0,336250.0
1994-09-01,270377.0,392820.0,10.029666586633358,3.3940909390011154,6.635575647632242,,
1994-09-03,,,,,,339000.0,336500.0
1994-09-10,,,,,,331000.0,335500.0
1994-09-17,,,,,,326000.0,334250.0
1994-09-24,,,,,,325000.0,330250.0
1994-10-01,275087.0,394981.0,9.31072575261469,4.027232742500453,5.283493010114237,330000.0,328000.0
1994-10-08,,,,,,341000.0,330500.0
1994-10-15,,,,,,335000.0,332750.0
1994-10-22,,,,,,330000.0,334000.0
1994-10-29,,,,,,331000.0,334250.0
1994-11-01,276477.0,397511.0,11.560483724533643,4.657732610183762,6.902751114349881,,
1994-11-05,,,,,,328000.0,331000.0
1994-11-12,,,,,,329000.0,329500.0
1994-11-19,,,,,,326000.0,328500.0
1994-11-26,,,,,,329000.0,328000.0
1994-12-01,282738.0,399934.0,13.06942017220074,5.299547663807314,7.769872508393426,,
1994-12-03,,,,,,324000.0,327000.0
1994-12-10,,,,,,329000.0,327000.0
1994-12-17,,,,,,330000.0,328000.0
1994-12-24,,,,,,314000.0,324250.0
1994-12-31,,,,,,319000.0,323000.0
1995-01-01,279692.0,403311.0,8.776665046183773,5.911223972626112,2.865441073557661,,
1995-01-07,,,,,,338000.0,325250.0
1995-01-14,,,,,,347000.0,329500.0
1995-01-21,,,,,,325000.0,332250.0
1995-01-28,,,,,,324000.0,333500.0
1995-02-01,284915.0,406325.0,11.024300143400456,6.4377378853644585,4.586562258035998,,
1995-02-04,,,,,,324000.0,330000.0
1995-02-11,,,,,,348000.0,330250.0
1995-02-18,,,,,,343000.0,334750.0
1995-02-25,,,,,,336000.0,337750.0
1995-03-01,282195.0,409908.0,9.722384229557912,7.114243381597829,2.608140847960083,,
1995-03-04,,,,,,339000.0,341500.0
1995-03-11,,,,,,347000.0,341250.0
1995-03-18,,,,,,343000.0,341250.0
1995-03-25,,,,,,332000.0,340250.0
1995-04-01,283370.0,412519.0,8.985946478158201,7.509694973208525,1.4762515049496763,335000.0,339250.0
1995-04-08,,,,,,347000.0,339250.0
1995-04-15,,,,,,355000.0,342250.0
1995-04-22,,,,,,349000.0,346500.0
1995-04-29,,,,,,365000.0,354000.0
1995-05-01,282955.0,416185.0,7.41632152578211,7.836151546087233,-0.41983002030512306,,
1995-05-06,,,,,,364000.0,358250.0
1995-05-13,,,,,,366000.0,361000.0
1995-05-20,,,,,,377000.0,368000.0
1995-05-27,,,,,,374000.0,370250.0
1995-06-01,281900.0,417940.0,5.569848741887529,7.87357879386219,-2.3037300519746617,,
1995-06-03,,,,,,362000.0,369750.0
1995-06-10,,,,,,367000.0,370000.0
1995-06-17,,,,,,378000.0,370250.0
1995-06-24,,,,,,358000.0,366250.0
1995-07-01,281269.0,419612.0,5.071088631048881,7.300632636257176,-2.229544005208295,355000.0,364500.0
1995-07-08,,,,,,372000.0,365750.0
1995-07-15,,,,,,389000.0,368500.0
1995-07-22,,,,,,390000.0,376500.0
1995-07-29,,,,,,351000.0,375500.0
1995-08-01,285979.0,420051.0,5.9205019370800915,7.04472652118846,-1.1242245841083687,,
1995-08-05,,,,,,351000.0,370250.0
1995-08-12,,,,,,353000.0,361250.0
1995-08-19,,,,,,362000.0,354250.0
1995-08-26,,,,,,359000.0,356250.0
1995-09-01,293326.0,422786.0,8.487778176398141,7.628430324321567,0.8593478520765743,,
1995-09-02,,,,,,355000.0,357250.0
1995-09-09,,,,,,371000.0,361750.0
1995-09-16,,,,,,376000.0,365250.0
1995-09-23,,,,,,353000.0,363750.0
1995-09-30,,,,,,355000.0,363750.0
1995-10-01,287568.0,423789.0,4.5371100779026285,7.29351538428431,-2.756405306381682,,
1995-10-07,,,,,,374000.0,364500.0
1995-10-14,,,,,,369000.0,362750.0
1995-10-21,,,,,,366000.0,366000.0
1995-10-28,,,,,,377000.0,371500.0
1995-11-01,287704.0,423419.0,4.060735612727284,6.517555489030502,-2.456819876303218,,
1995-11-04,,,,,,380000.0,373000.0
1995-11-11,,,,,,370000.0,373250.0
1995-11-18,,,,,,379000.0,376500.0
1995-11-25,,,,,,379000.0,377000.0
1995-12-01,297684.0,424802.0,5.286165991129588,6.218025974285757,-0.9318599831561691,,
1995-12-02,,,,,,373000.0,375250.0
1995-12-09,,,,,,346000.0,369250.0
1995-12-16,,,,,,373000.0,367750.0
1995-12-23,,,,,,374000.0,366500.0
1995-12-30,,,,,,359000.0,363000.0
1996-01-01,285822.0,427759.0,2.191696580524294,6.0618232579820575,-3.8701266774577636,,
1996-01-06,,,,,,361000.0,366750.0
1996-01-13,,,,,,333000.0,356750.0
1996-01-20,,,,,,415000.0,367000.0
1996-01-27,,,,,,387000.0,374000.0
1996-02-01,277940.0,427813.0,-2.448098555709599,5.288377530302091,-7.73647608601169,,
1996-02-03,,,,,,374000.0,377250.0
1996-02-10,,,,,,387000.0,390750.0
1996-02-17,,,,,,383000.0,382750.0
1996-02-24,,,,,,365000.0,377250.0
1996-03-01,298862.0,428326.0,5.90619961374228,4.493203352947495,1.4129962607947855,,
1996-03-02,,,,,,368000.0,375750.0
1996-03-09,,,,,,361000.0,369250.0
1996-03-16,,,,,,384000.0,369500.0
1996-03-23,,,,,,426000.0,384750.0
1996-03-30,,,,,,393000.0,391000.0
1996-04-01,290320.0,427475.0,2.4526237780992943,3.6255299755890036,-1.1729061974897093,,
1996-04-06,,,,,,369000.0,393000.0
1996-04-13,,,,,,357000.0,386250.0
1996-04-20,,,,,,368000.0,371750.0
1996-04-27,,,,,,343000.0,359250.0
1996-05-01,298700.0,426778.0,5.564489053029642,2.5452623232456784,3.0192267297839637,,
1996-05-04,,,,,,338000.0,351500.0
1996-05-11,,,,,,352000.0,350250.0
1996-05-18,,,,,,345000.0,344500.0
1996-05-25,,,,,,343000.0,344500.0
1996-06-01,299606.0,426637.0,6.280950691734666,2.0809207063214874,4.200029985413178,340000.0,345000.0
1996-06-08,,,,,,351000.0,344750.0
1996-06-15,,,,,,342000.0,344000.0
1996-06-22,,,,,,341000.0,343500.0
1996-06-29,,,,,,337000.0,342750.0
1996-07-01,298909.0,426960.0,6.271576320177474,1.7511415307474465,4.520434789430028,,
1996-07-06,,,,,,342000.0,340500.0
1996-07-13,,,,,,347000.0,341750.0
1996-07-20,,,,,,332000.0,339500.0
1996-07-27,,,,,,327000.0,337000.0
1996-08-01,293231.0,427462.0,2.5358505344798,1.7643095719329427,0.7715409625468572,,
1996-08-03,,,,,,326000.0,333000.0
1996-08-10,,,,,,331000.0,329000.0
1996-08-17,,,,,,336000.0,330000.0
1996-08-24,,,,,,337000.0,332500.0
1996-08-31,,,,,,329000.0,333250.0
1996-09-01,302015.0,429060.0,2.9622331467377583,1.4839658834493008,1.4782672632884575,,
1996-09-07,,,,,,333000.0,333750.0
1996-09-14,,,,,,338000.0,334250.0
1996-09-21,,,,,,352000.0,338000.0
1996-09-28,,,,,,348000.0,342750.0
1996-10-01,301595.0,429727.0,4.87780281533412,1.401168977958367,3.4766338373757533,,
1996-10-05,,,,,,335000.0,343250.0
1996-10-12,,,,,,334000.0,342250.0
1996-10-19,,,,,,335000.0,338000.0
1996-10-26,,,,,,352000.0,339000.0
1996-11-01,309537.0,430595.0,7.588702277340609,1.6947751517999876,5.893927125540621,,
1996-11-02,,,,,,334000.0,338750.0
1996-11-09,,,,,,327000.0,337000.0
1996-11-16,,,,,,342000.0,338750.0
1996-11-23,,,,,,347000.0,337500.0
1996-11-30,,,,,,332000.0,337000.0
1996-12-01,300179.0,430366.0,0.8381370849625869,1.3097866770872102,-0.4716495921246233,,
1996-12-07,,,,,,355000.0,344000.0
1996-12-14,,,,,,352000.0,346500.0
1996-12-21,,,,,,350000.0,347250.0
1996-12-28,,,,,,357000.0,353500.0
1997-01-01,300765.0,431496.0,5.228079014211651,0.87362276422005,4.354456249991601,,
1997-01-04,,,,,,347000.0,351500.0
1997-01-11,,,,,,324000.0,344500.0
1997-01-18,,,,,,345000.0,343250.0
1997-01-25,,,,,,340000.0,339000.0
1997-02-01,310604.0,431959.0,11.752176728790387,0.969115010530297,10.78306171826009,333000.0,335500.0
1997-02-08,,,,,,315000.0,333250.0
1997-02-15,,,,,,313000.0,325250.0
1997-02-22,,,,,,322000.0,320750.0
1997-03-01,307465.0,431905.0,2.87858610328513,0.8355785079589007,2.0430075953262294,321000.0,317750.0
1997-03-08,,,,,,317000.0,318250.0
1997-03-15,,,,,,319000.0,319750.0
1997-03-22,,,,,,315000.0,318000.0
1997-03-29,,,,,,325000.0,319000.0
1997-04-01,313694.0,434015.0,8.05111600992008,1.529914030060242,6.521201979859837,,
1997-04-05,,,,,,325000.0,321000.0
1997-04-12,,,,,,330000.0,323750.0
1997-04-19,,,,,,316000.0,324000.0
1997-04-26,,,,,,337000.0,327000.0
1997-05-01,308733.0,435337.0,3.3588885169065996,2.005492316848567,1.3533962000580324,,
1997-05-03,,,,,,342000.0,331250.0
1997-05-10,,,,,,318000.0,328250.0
1997-05-17,,,,,,322000.0,329750.0
1997-05-24,,,,,,316000.0,324500.0
1997-05-31,,,,,,321000.0,319250.0
1997-06-01,315090.0,435773.0,5.168120798648901,2.141398894141866,3.026721904507035,,
1997-06-07,,,,,,329000.0,322000.0
1997-06-14,,,,,,335000.0,325250.0
1997-06-21,,,,,,316000.0,325250.0
1997-06-28,,,,,,322000.0,325500.0
1997-07-01,318485.0,436687.0,6.549150410325555,2.2781993629379826,4.270951047387572,,
1997-07-05,,,,,,346000.0,329750.0
1997-07-12,,,,,,328000.0,328000.0
1997-07-19,,,,,,301000.0,324250.0
1997-07-26,,,,,,306000.0,320250.0
1997-08-01,319106.0,438432.0,8.824101135282426,2.5663099877883955,6.25779114749403,,
1997-08-02,,,,,,320000.0,313750.0
1997-08-09,,,,,,329000.0,314000.0
1997-08-16,,,,,,343000.0,324500.0
1997-08-23,,,,,,327000.0,329750.0
1997-08-30,,,,,,332000.0,332750.0
1997-09-01,318687.0,439531.0,5.520255616442893,2.44045121894374,3.079804397499153,,
1997-09-06,,,,,,313000.0,328750.0
1997-09-13,,,,,,314000.0,321500.0
1997-09-20,,,,,,317000.0,319000.0
1997-09-27,,,,,,317000.0,315250.0
1997-10-01,319565.0,442038.0,5.958321590212035,2.864842097424636,3.0934794927873988,,
1997-10-04,,,,,,311000.0,314750.0
1997-10-11,,,,,,305000.0,312500.0
1997-10-18,,,,,,318000.0,312750.0
1997-10-25,,,,,,306000.0,310000.0
1997-11-01,334896.0,441805.0,8.192558563273543,2.6033744005387938,5.58918416273475,313000.0,310500.0
1997-11-08,,,,,,308000.0,311250.0
1997-11-15,,,,,,325000.0,313000.0
1997-11-22,,,,,,309000.0,313750.0
1997-11-29,,,,,,318000.0,315000.0
1997-12-01,315121.0,443227.0,4.977696641004203,2.988386629055273,1.9893100119489304,,
1997-12-06,,,,,,317000.0,317250.0
1997-12-13,,,,,,323000.0,316750.0
1997-12-20,,,,,,310000.0,317000.0
1997-12-27,,,,,,303000.0,313250.0
1998-01-01,315893.0,445182.0,5.029840573204991,3.171755937482623,1.858084635722368,,
1998-01-03,,,,,,312000.0,312000.0
1998-01-10,,,,,,331000.0,314000.0
1998-01-17,,,,,,341000.0,321750.0
1998-01-24,,,,,,307000.0,322750.0
1998-01-31,,,,,,315000.0,323500.0
1998-02-01,322715.0,447466.0,3.8991770872236042,3.5899240437171187,0.3092530435064855,,
1998-02-07,,,,,,311000.0,318500.0
1998-02-14,,,,,,321000.0,313500.0
1998-02-21,,,,,,327000.0,318500.0
1998-02-28,,,,,,317000.0,319000.0
1998-03-01,317454.0,448486.0,3.2488250695201115,3.839038677486939,-0.5902136079668274,,
1998-03-07,,,,,,308000.0,318250.0
1998-03-14,,,,,,319000.0,317750.0
1998-03-21,,,,,,321000.0,316250.0
1998-03-28,,,,,,312000.0,315000.0
1998-04-01,320388.0,449663.0,2.1339266928918077,3.6054053431332944,-1.4714786502414867,,
1998-04-04,,,,,,312000.0,316000.0
1998-04-11,,,,,,304000.0,312250.0
1998-04-18,,,,,,317000.0,311250.0
1998-04-25,,,,,,311000.0,311000.0
1998-05-01,320787.0,450268.0,3.9043445307110014,3.4297567172098864,0.474587813501115,,
1998-05-02,,,,,,304000.0,309000.0
1998-05-09,,,,,,306000.0,309500.0
1998-05-16,,,,,,315000.0,309000.0
1998-05-23,,,,,,309000.0,308500.0
1998-05-30,,,,,,322000.0,313000.0
1998-06-01,311219.0,451186.0,-1.2285378780665823,3.536933219818583,-4.7654710978851655,,
1998-06-06,,,,,,306000.0,313000.0
1998-06-13,,,,,,321000.0,314500.0
1998-06-20,,,,,,349000.0,324500.0
1998-06-27,,,,,,376000.0,338000.0
1998-07-01,308769.0,451307.0,-3.050693125264925,3.347935706810601,-6.398628832075525,,
1998-07-04,,,,,,362000.0,352000.0
1998-07-11,,,,,,320000.0,351750.0
1998-07-18,,,,,,315000.0,343250.0
1998-07-25,,,,,,335000.0,333000.0
1998-08-01,318026.0,451138.0,-0.33844553220560014,2.8980548865046307,-3.236500418710231,327000.0,324250.0
1998-08-08,,,,,,316000.0,323250.0
1998-08-15,,,,,,308000.0,321500.0
1998-08-22,,,,,,302000.0,313250.0
1998-08-29,,,,,,310000.0,309000.0
1998-09-01,319546.0,450938.0,0.2695434705526134,2.595266317961653,-2.3257228474090397,,
1998-09-05,,,,,,313000.0,308250.0
1998-09-12,,,,,,304000.0,307250.0
1998-09-19,,,,,,305000.0,308000.0
1998-09-26,,,,,,294000.0,304000.0
1998-10-01,315959.0,451993.0,-1.1284089308904344,2.252068826661957,-3.3804777575523914,,
1998-10-03,,,,,,302000.0,301250.0
1998-10-10,,,,,,316000.0,304250.0
