,IG_OAS,HY_OAS,HY_IG_Spread
2025-12-22,0.8,2.88,208.0
2025-12-23,0.79,2.83,204.0
2025-12-24,0.79,2.84,204.99999999999997
2025-12-26,0.79,2.86,206.99999999999997
2025-12-29,0.79,2.87,208.0
2025-12-30,0.79,2.84,204.99999999999997
2025-12-31,0.79,2.81,202.0
2026-01-02,0.79,2.83,204.0
2026-01-05,0.79,2.81,202.0
2026-01-06,0.79,2.79,200.0
2026-01-07,0.79,2.79,200.0
2026-01-08,0.79,2.76,196.99999999999997
2026-01-09,0.78,2.74,196.00000000000003
2026-01-12,0.78,2.74,196.00000000000003
2026-01-13,0.77,2.75,198.0
2026-01-14,0.77,2.76,198.99999999999997
2026-01-15,0.76,2.71,195.0
2026-01-16,0.75,2.65,190.0
2026-01-19,0.75,2.65,190.0
2026-01-20,0.75,2.73,198.0
2026-01-21,0.74,2.69,195.0
2026-01-22,0.73,2.64,191.0
2026-01-23,0.73,2.68,195.00000000000003
2026-01-26,0.74,2.69,195.0
2026-01-27,0.73,2.71,198.0
2026-01-28,0.73,2.72,199.00000000000003
2026-01-29,0.74,2.77,203.00000000000003
2026-01-30,0.74,2.8,205.99999999999997
2026-01-31,0.75,2.88,213.0
2026-02-02,0.74,2.81,207.00000000000003
2026-02-03,0.74,2.85,211.00000000000003
2026-02-04,0.75,2.86,211.0
2026-02-05,0.76,2.97,221.0
2026-02-06,0.76,2.87,211.00000000000003
2026-02-09,0.76,2.84,208.0
2026-02-10,0.77,2.86,209.0
2026-02-11,0.77,2.84,206.99999999999997
2026-02-12,0.78,2.92,213.99999999999997
2026-02-13,0.79,2.95,216.0
2026-02-16,0.79,2.94,215.0
2026-02-17,0.8,2.94,213.99999999999997
2026-02-18,0.78,2.86,208.0
2026-02-19,0.79,2.88,209.0
2026-02-20,0.78,2.86,208.0
2026-02-23,0.8,2.95,215.00000000000003
2026-02-24,0.81,2.97,216.0
2026-02-25,0.8,2.94,213.99999999999997
2026-02-26,0.82,2.98,216.0
2026-02-27,0.85,3.1,225.0
2026-02-28,0.86,3.12,226.00000000000003
2026-03-02,0.85,3.03,217.99999999999997
2026-03-03,0.84,3.08,224.00000000000003
2026-03-04,0.82,2.97,215.00000000000003
2026-03-05,0.82,3.0,218.00000000000003
2026-03-06,0.84,3.13,229.0
2026-03-09,0.85,3.19,234.0
2026-03-10,0.84,3.06,222.00000000000003
2026-03-11,0.88,3.09,221.0
2026-03-12,0.91,3.17,225.99999999999997
2026-03-13,0.93,3.28,234.99999999999997
2026-03-16,0.94,3.27,233.0
2026-03-17,0.92,3.22,230.00000000000003
2026-03-18,0.91,3.2,229.0
2026-03-19,0.9,3.27,237.0
2026-03-20,0.88,3.24,236.00000000000003
2026-03-23,0.88,3.19,231.0
2026-03-24,0.87,3.19,231.99999999999997
2026-03-25,0.87,3.17,229.99999999999997
2026-03-26,0.88,3.21,233.0
2026-03-27,0.91,3.42,250.99999999999997
2026-03-30,0.93,3.46,252.99999999999997
2026-03-31,0.9,3.28,238.0
2026-04-01,0.87,3.16,229.0
2026-04-02,0.86,3.17,231.0
2026-04-03,0.86,3.13,227.0
2026-04-06,0.85,3.05,219.99999999999997
2026-04-07,0.86,3.12,226.00000000000003
2026-04-08,0.83,2.94,211.0
2026-04-09,0.83,2.9,206.99999999999997
2026-04-10,0.82,2.94,212.0
2026-04-13,0.82,2.95,213.00000000000003
2026-04-14,0.81,2.84,202.99999999999997
2026-04-15,0.8,2.85,204.99999999999997
2026-04-16,0.81,2.86,204.99999999999997
2026-04-17,0.8,2.83,203.00000000000003
2026-04-20,0.81,2.87,206.0
2026-04-21,0.8,2.85,204.99999999999997
2026-04-22,0.79,2.84,204.99999999999997
2026-04-23,0.8,2.86,205.99999999999997
2026-04-24,0.8,2.86,205.99999999999997
2026-04-27,0.81,2.84,202.99999999999997
2026-04-28,0.81,2.85,204.0
2026-04-29,0.81,2.82,200.99999999999997
2026-04-30,0.81,2.83,202.0
2026-05-01,0.81,2.77,196.0
2026-05-04,0.8,2.78,197.99999999999997
2026-05-05,0.79,2.77,198.0
2026-05-06,0.78,2.75,197.0
